date,sat,precip,temp,hum,wind,soil,temp_f,hum_f,precip_f,wind_f,OT
2/20/20 0:00,0,0.0,43.2,87.0,1.7,18.625,47.84,78.0,0.0,22.4,21.082
2/20/20 0:10,0,0.0,43.2,87.0,1.7,18.625,47.84,78.0,0.0,22.4,20.375
2/20/20 0:20,0,0.0,43.2,87.0,1.7,18.625,47.84,78.0,0.0,22.4,21.444333333333333
2/20/20 0:30,0,0.0,43.2,87.0,1.7,18.625,47.84,78.0,0.0,22.4,20.511777777777777
2/20/20 0:40,0,0.0,43.2,87.0,1.7,18.625,47.84,78.0,0.0,22.4,21.63355555555556
2/20/20 0:50,0,0.0,43.2,87.0,1.7,18.625,47.84,78.0,0.0,22.4,20.83966666666667
2/20/20 1:00,0,0.0,41.6,90.0,1.9,18.625,48.02,80.0,0.3,21.2,21.09855555555556
2/20/20 1:10,0,0.0,41.6,90.0,1.9,18.625,48.02,80.0,0.3,21.2,20.422
2/20/20 1:20,0,0.0,41.6,90.0,1.9,18.625,48.02,80.0,0.3,21.2,20.66
2/20/20 1:30,0,0.0,41.6,90.0,1.9,18.625,48.02,80.0,0.3,21.2,21.388444444444445
2/20/20 1:40,0,0.0,41.6,90.0,1.9,18.625,48.02,80.0,0.3,21.2,21.353
2/20/20 1:50,0,0.0,41.6,90.0,1.9,18.625,48.02,80.0,0.3,21.2,21.25877777777778
2/20/20 2:00,0,0.0,40.8,92.0,2.0,18.75,48.2,79.0,0.3,20.7,20.16433333333333
2/20/20 2:10,0,0.0,40.8,92.0,2.0,18.75,48.2,79.0,0.3,20.7,20.672
2/20/20 2:20,0,0.0,40.8,92.0,2.0,18.75,48.2,79.0,0.3,20.7,21.07388888888889
2/20/20 2:30,0,0.0,40.8,92.0,2.0,18.75,48.2,79.0,0.3,20.7,20.91977777777777
2/20/20 2:40,0,0.0,40.8,92.0,2.0,18.75,48.2,79.0,0.3,20.7,21.18411111111111
2/20/20 2:50,0,0.0,40.8,92.0,2.0,18.75,48.2,79.0,0.3,20.7,20.943111111111108
2/20/20 3:00,0,0.0,38.9,92.0,2.4,18.875,47.48,79.0,0.4,19.1,21.61188888888889
2/20/20 3:10,0,0.0,38.9,92.0,2.4,18.875,47.48,79.0,0.4,19.1,21.221222222222224
2/20/20 3:20,0,0.0,38.9,92.0,2.4,18.875,47.48,79.0,0.4,19.1,21.172888888888888
2/20/20 3:30,0,0.0,38.9,92.0,2.4,18.875,47.48,79.0,0.4,19.1,21.17355555555556
2/20/20 3:40,0,0.0,38.9,92.0,2.4,18.875,47.48,79.0,0.4,19.1,20.759666666666664
2/20/20 3:50,0,0.0,38.9,92.0,2.4,18.875,47.48,79.0,0.4,19.1,20.90588888888889
