,date,sat,precip,temp,hum,wind,soil,OT,temp_f,hum_f,wind_f,precip_f
2,2022-01-19 11:00:00,0,0.0,57.3,90.0,2.6,28.875,20.798333333333332,55.4,75.0,4.5,0.0
3,2022-01-19 11:10:00,0,0.0,57.3,90.0,2.6,28.875,20.76,55.4,75.0,4.5,0.0
4,2022-01-19 11:20:00,0,0.0,57.3,90.0,2.6,28.875,20.73944444444444,55.4,75.0,4.5,0.0
5,2022-01-19 11:30:00,0,0.0,57.3,90.0,2.6,28.875,20.74333333333333,55.4,75.0,4.5,0.0
6,2022-01-19 11:40:00,0,0.0,57.3,90.0,2.6,28.875,20.695555555555558,55.4,75.0,4.5,0.0
7,2022-01-19 11:50:00,0,0.0,57.3,90.0,2.6,28.875,20.62611111111111,55.4,75.0,4.5,0.0
8,2022-01-19 12:00:00,0,0.0,59.3,80.0,2.3,28.75,20.63722222222222,57.74,70.0,3.6,0.0
9,2022-01-19 12:10:00,0,0.0,59.3,80.0,2.3,28.75,20.65111111111111,57.74,70.0,3.6,0.0
10,2022-01-19 12:20:00,0,0.0,59.3,80.0,2.3,28.75,20.656111111111112,57.74,70.0,3.6,0.0
11,2022-01-19 12:30:00,0,0.0,59.3,80.0,2.3,28.75,20.64777777777778,57.74,70.0,3.6,0.0
12,2022-01-19 12:40:00,0,0.0,59.3,80.0,2.3,28.75,20.63611111111111,57.74,70.0,3.6,0.0
13,2022-01-19 12:50:00,0,0.0,59.3,80.0,2.3,28.75,20.625555555555554,57.74,70.0,3.6,0.0
14,2022-01-19 13:00:00,0,0.0,61.2,73.0,2.5,28.75,20.61277777777778,59.36,66.0,2.6,0.0
15,2022-01-19 13:10:00,0,0.0,61.2,73.0,2.5,28.75,20.590555555555554,59.36,66.0,2.6,0.0
16,2022-01-19 13:20:00,0,0.0,61.2,73.0,2.5,28.75,20.577222222222222,59.36,66.0,2.6,0.0
17,2022-01-19 13:30:00,0,0.0,61.2,73.0,2.5,28.75,20.574444444444442,59.36,66.0,2.6,0.0
18,2022-01-19 13:40:00,0,0.0,61.2,73.0,2.5,28.75,20.558333333333334,59.36,66.0,2.6,0.0
19,2022-01-19 13:50:00,0,0.0,61.2,73.0,2.5,28.75,20.53944444444444,59.36,66.0,2.6,0.0
20,2022-01-19 14:00:00,0,0.0,62.3,65.0,2.8,28.5,20.52777777777778,60.08,62.0,3.9,0.0
21,2022-01-19 14:10:00,0,0.0,62.3,65.0,2.8,28.5,20.516111111111112,60.08,62.0,3.9,0.0
22,2022-01-19 14:20:00,0,0.0,62.3,65.0,2.8,28.5,20.51,60.08,62.0,3.9,0.0
23,2022-01-19 14:30:00,0,0.0,62.3,65.0,2.8,28.5,20.50611111111111,60.08,62.0,3.9,0.0
24,2022-01-19 14:40:00,0,0.0,62.3,65.0,2.8,28.5,20.495555555555555,60.08,62.0,3.9,0.0
25,2022-01-19 14:50:00,0,0.0,62.3,65.0,2.8,28.5,20.480555555555554,60.08,62.0,3.9,0.0
26,2022-01-19 15:00:00,0,0.0,63.1,58.0,1.8,28.5,20.478333333333335,60.08,61.0,5.0,0.0
27,2022-01-19 15:10:00,0,0.0,63.1,58.0,1.8,28.5,20.473888888888887,60.08,61.0,5.0,0.0
28,2022-01-19 15:20:00,0,0.0,63.1,58.0,1.8,28.5,20.464444444444442,60.08,61.0,5.0,0.0
29,2022-01-19 15:30:00,0,0.0,63.1,58.0,1.8,28.5,20.45611111111111,60.08,61.0,5.0,0.0
30,2022-01-19 15:40:00,0,0.0,63.1,58.0,1.8,28.5,20.452222222222222,60.08,61.0,5.0,0.0
31,2022-01-19 15:50:00,0,0.0,63.1,58.0,1.8,28.5,20.447777777777777,60.08,61.0,5.0,0.0
32,2022-01-19 16:00:00,0,0.0,61.7,59.0,2.0,28.5,20.445000000000004,59.18,62.0,6.5,0.0
33,2022-01-19 16:10:00,0,0.0,61.7,59.0,2.0,28.5,20.44,59.18,62.0,6.5,0.0
34,2022-01-19 16:20:00,0,0.0,61.7,59.0,2.0,28.5,20.435,59.18,62.0,6.5,0.0
35,2022-01-19 16:30:00,0,0.0,61.7,59.0,2.0,28.5,20.43388888888889,59.18,62.0,6.5,0.0
36,2022-01-19 16:40:00,0,0.0,61.7,59.0,2.0,28.5,20.435000000000002,59.18,62.0,6.5,0.0
37,2022-01-19 16:50:00,0,0.0,61.7,59.0,2.0,28.5,20.43166666666667,59.18,62.0,6.5,0.0
38,2022-01-19 17:00:00,0,0.0,56.5,74.0,1.0,28.0,20.429444444444446,55.4,71.0,7.3,0.0
39,2022-01-19 17:10:00,0,0.0,56.5,74.0,1.0,28.0,20.427777777777777,55.4,71.0,7.3,0.0
40,2022-01-19 17:20:00,0,0.0,56.5,74.0,1.0,28.0,20.433888888888887,55.4,71.0,7.3,0.0
41,2022-01-19 17:30:00,0,0.0,56.5,74.0,1.0,28.0,20.439444444444444,55.4,71.0,7.3,0.0
42,2022-01-19 17:40:00,0,0.0,56.5,74.0,1.0,28.0,20.44388888888889,55.4,71.0,7.3,0.0
43,2022-01-19 17:50:00,0,0.0,56.5,74.0,1.0,28.0,20.442222222222224,55.4,71.0,7.3,0.0
44,2022-01-19 18:00:00,0,0.0,50.9,99.0,1.0,28.0,20.44388888888889,52.52,78.0,6.2,0.0
45,2022-01-19 18:10:00,0,0.0,50.9,99.0,1.0,28.0,20.453333333333333,52.52,78.0,6.2,0.0
46,2022-01-19 18:20:00,0,0.0,50.9,99.0,1.0,28.0,20.462777777777777,52.52,78.0,6.2,0.0
47,2022-01-19 18:30:00,0,0.0,50.9,99.0,1.0,28.0,20.465,52.52,78.0,6.2,0.0
48,2022-01-19 18:40:00,0,0.0,50.9,99.0,1.0,28.0,20.45888888888889,52.52,78.0,6.2,0.0
49,2022-01-19 18:50:00,0,0.0,50.9,99.0,1.0,28.0,20.455555555555552,52.52,78.0,6.2,0.0
50,2022-01-19 19:00:00,0,0.0,48.4,100.0,1.2,28.25,20.454444444444444,50.36,83.0,5.2,0.0
51,2022-01-19 19:10:00,0,0.0,48.4,100.0,1.2,28.25,20.453888888888887,50.36,83.0,5.2,0.0
52,2022-01-19 19:20:00,0,0.0,48.4,100.0,1.2,28.25,20.453888888888887,50.36,83.0,5.2,0.0
53,2022-01-19 19:30:00,0,0.0,48.4,100.0,1.2,28.25,20.462222222222223,50.36,83.0,5.2,0.0
54,2022-01-19 19:40:00,0,0.0,48.4,100.0,1.2,28.25,20.47111111111111,50.36,83.0,5.2,0.0
55,2022-01-19 19:50:00,0,0.0,48.4,100.0,1.2,28.25,20.474999999999998,50.36,83.0,5.2,0.0
56,2022-01-19 20:00:00,0,0.0,46.4,100.0,1.0,28.25,20.472222222222218,48.56,88.0,5.2,0.0
57,2022-01-19 20:10:00,0,0.0,46.4,100.0,1.0,28.25,20.469444444444445,48.56,88.0,5.2,0.0
58,2022-01-19 20:20:00,0,0.0,46.4,100.0,1.0,28.25,20.47388888888889,48.56,88.0,5.2,0.0
59,2022-01-19 20:30:00,0,0.0,46.4,100.0,1.0,28.25,20.479444444444443,48.56,88.0,5.2,0.0
60,2022-01-19 20:40:00,0,0.0,46.4,100.0,1.0,28.25,20.482777777777773,48.56,88.0,5.2,0.0
61,2022-01-19 20:50:00,0,0.0,46.4,100.0,1.0,28.25,20.484444444444446,48.56,88.0,5.2,0.0
62,2022-01-19 21:00:00,0,0.0,44.7,100.0,1.2,28.5,20.49111111111111,47.120000000000005,90.0,4.7,0.0
63,2022-01-19 21:10:00,0,0.0,44.7,100.0,1.2,28.5,20.500555555555557,47.120000000000005,90.0,4.7,0.0
64,2022-01-19 21:20:00,0,0.0,44.7,100.0,1.2,28.5,20.502777777777776,47.120000000000005,90.0,4.7,0.0
65,2022-01-19 21:30:00,0,0.0,44.7,100.0,1.2,28.5,20.508333333333336,47.120000000000005,90.0,4.7,0.0
66,2022-01-19 21:40:00,0,0.0,44.7,100.0,1.2,28.5,20.512777777777778,47.120000000000005,90.0,4.7,0.0
67,2022-01-19 21:50:00,0,0.0,44.7,100.0,1.2,28.5,20.519444444444446,47.120000000000005,90.0,4.7,0.0
68,2022-01-19 22:00:00,0,0.0,43.2,100.0,1.0,28.5,20.525555555555556,44.239999999999995,95.0,3.9,0.0
69,2022-01-19 22:10:00,0,0.0,43.2,100.0,1.0,28.5,20.52611111111111,44.239999999999995,95.0,3.9,0.0
70,2022-01-19 22:20:00,0,0.0,43.2,100.0,1.0,28.5,20.524444444444445,44.239999999999995,95.0,3.9,0.0
71,2022-01-19 22:30:00,0,0.0,43.2,100.0,1.0,28.5,20.52888888888889,44.239999999999995,95.0,3.9,0.0
72,2022-01-19 22:40:00,0,0.0,43.2,100.0,1.0,28.5,20.533888888888892,44.239999999999995,95.0,3.9,0.0
73,2022-01-19 22:50:00,0,0.0,43.2,100.0,1.0,28.5,20.535555555555558,44.239999999999995,95.0,3.9,0.0
74,2022-01-19 23:00:00,0,0.0,41.9,100.0,1.0,28.5,20.535555555555558,44.96,94.0,1.8,0.0
