date,sat,precip,temp,hum,wind,soil,temp_f,hum_f,precip_f,wind_f,OT
<<<<<<< HEAD
2024-01-19 00:00:00,0,0.0,45.7,100,1.5,45.0,9.4,89.0,0.0,6.9,19.3
2024-01-19 00:10:00,0,0.0,45.7,100,1.5,45.0,9.4,89.0,0.0,6.9,19.31
2024-01-19 00:20:00,0,0.0,45.7,100,1.5,45.0,9.4,89.0,0.0,6.9,19.31
2024-01-19 00:30:00,0,0.0,45.7,100,1.5,45.0,9.4,89.0,0.0,6.9,19.31
2024-01-19 00:40:00,0,0.0,45.7,100,1.5,45.0,9.4,89.0,0.0,6.9,19.31
2024-01-19 00:50:00,0,0.0,45.7,100,1.5,45.0,9.4,89.0,0.0,6.9,19.31
2024-01-19 01:00:00,0,0.0,45.9,100,2.6,45.0,9.0,88.0,0.0,4.3,19.31
2024-01-19 01:10:00,0,0.0,45.9,100,2.6,45.0,9.0,88.0,0.0,4.3,19.3
2024-01-19 01:20:00,0,0.0,45.9,100,2.6,45.0,9.0,88.0,0.0,4.3,19.3
2024-01-19 01:30:00,0,0.0,45.9,100,2.6,45.0,9.0,88.0,0.0,4.3,19.3
2024-01-19 01:40:00,0,0.0,45.9,100,2.6,45.0,9.0,88.0,0.0,4.3,19.31
2024-01-19 01:50:00,0,0.0,45.9,100,2.6,45.0,9.0,88.0,0.0,4.3,19.31
2024-01-19 02:00:00,0,0.0,46.0,100,2.6,45.0,8.5,96.0,0.0,3.3,19.3
2024-01-19 02:10:00,0,0.0,46.0,100,2.6,45.0,8.5,96.0,0.0,3.3,19.31
2024-01-19 02:20:00,0,0.0,46.0,100,2.6,45.0,8.5,96.0,0.0,3.3,19.31
2024-01-19 02:30:00,0,0.0,46.0,100,2.6,45.0,8.5,96.0,0.0,3.3,19.3
2024-01-19 02:40:00,0,0.0,46.0,100,2.6,45.0,8.5,96.0,0.0,3.3,19.3
2024-01-19 02:50:00,0,0.0,46.0,100,2.6,45.0,8.5,96.0,0.0,3.3,19.3
2024-01-19 03:00:00,0,0.0,45.1,100,1.2,45.0,8.7,97.0,0.0,2.7,19.31
2024-01-19 03:10:00,0,0.0,45.1,100,1.2,45.0,8.7,97.0,0.0,2.7,19.31
2024-01-19 03:20:00,0,0.0,45.1,100,1.2,45.0,8.7,97.0,0.0,2.7,19.31
2024-01-19 03:30:00,0,0.0,45.1,100,1.2,45.0,8.7,97.0,0.0,2.7,19.31
2024-01-19 03:40:00,0,0.0,45.1,100,1.2,45.0,8.7,97.0,0.0,2.7,19.31
2024-01-19 03:50:00,0,0.0,45.1,100,1.2,45.0,8.7,97.0,0.0,2.7,19.31
2024-01-19 04:00:00,0,0.0,45.0,100,1.5,45.0,9.8,91.0,0.0,6.9,19.3
2024-01-19 04:10:00,0,0.0,45.0,100,1.5,45.0,9.8,91.0,0.0,6.9,19.31
2024-01-19 04:20:00,0,0.0,45.0,100,1.5,45.0,9.8,91.0,0.0,6.9,19.31
2024-01-19 04:30:00,0,0.0,45.0,100,1.5,45.0,9.8,91.0,0.0,6.9,19.3
2024-01-19 04:40:00,0,0.0,45.0,100,1.5,45.0,9.8,91.0,0.0,6.9,19.31
2024-01-19 04:50:00,0,0.0,45.0,100,1.5,45.0,9.8,91.0,0.0,6.9,19.31
2024-01-19 05:00:00,0,0.0,45.7,100,2.5,45.0,9.7,92.0,0.0,4.7,19.31
2024-01-19 05:10:00,0,0.0,45.7,100,2.5,45.0,9.7,92.0,0.0,4.7,19.31
2024-01-19 05:20:00,0,0.0,45.7,100,2.5,45.0,9.7,92.0,0.0,4.7,19.31
2024-01-19 05:30:00,0,0.0,45.7,100,2.5,45.0,9.7,92.0,0.0,4.7,19.3
2024-01-19 05:40:00,0,0.0,45.7,100,2.5,45.0,9.7,92.0,0.0,4.7,19.3
2024-01-19 05:50:00,0,0.0,45.7,100,2.5,45.0,9.7,92.0,0.0,4.7,19.31
2024-01-19 06:00:00,0,0.0,45.1,100,1.2,45.25,9.4,91.0,0.0,1.8,19.31
2024-01-19 06:10:00,0,0.0,45.1,100,1.2,45.25,9.4,91.0,0.0,1.8,19.31
2024-01-19 06:20:00,0,0.0,45.1,100,1.2,45.25,9.4,91.0,0.0,1.8,19.31
2024-01-19 06:30:00,0,0.0,45.1,100,1.2,45.25,9.4,91.0,0.0,1.8,19.31
2024-01-19 06:40:00,0,0.0,45.1,100,1.2,45.25,9.4,91.0,0.0,1.8,19.3
2024-01-19 06:50:00,0,0.0,45.1,100,1.2,45.25,9.4,91.0,0.0,1.8,19.31
2024-01-19 07:00:00,0,0.0,44.8,100,2.2,45.25,9.6,94.0,0.0,3.3,19.31
2024-01-19 07:10:00,0,0.0,44.8,100,2.2,45.25,9.6,94.0,0.0,3.3,19.31
2024-01-19 07:20:00,0,0.0,44.8,100,2.2,45.25,9.6,94.0,0.0,3.3,19.31
2024-01-19 07:30:00,0,0.0,44.8,100,2.2,45.25,9.6,94.0,0.0,3.3,19.31
2024-01-19 07:40:00,0,0.0,44.8,100,2.2,45.25,9.6,94.0,0.0,3.3,19.31
2024-01-19 07:50:00,0,0.0,44.8,100,2.2,45.25,9.6,94.0,0.0,3.3,19.31
2024-01-19 08:00:00,0,0.0,46.1,100,1.1,45.25,10.2,95.0,0.0,2.9,19.31
2024-01-19 08:10:00,0,0.0,46.1,100,1.1,45.25,10.2,95.0,0.0,2.9,19.31
2024-01-19 08:20:00,0,0.0,46.1,100,1.1,45.25,10.2,95.0,0.0,2.9,19.31
2024-01-19 08:30:00,0,0.0,46.1,100,1.1,45.25,10.2,95.0,0.0,2.9,19.32
2024-01-19 08:40:00,0,0.0,46.1,100,1.1,45.25,10.2,95.0,0.0,2.9,19.43
2024-01-19 08:50:00,0,0.0,46.1,100,1.1,45.25,10.2,95.0,0.0,2.9,19.44
2024-01-19 09:00:00,0,0.0,49.2,99,1.2,45.25,11.2,95.0,0.7,8.2,19.44
2024-01-19 09:10:00,0,0.0,49.2,99,1.2,45.25,11.2,95.0,0.7,8.2,19.45
2024-01-19 09:20:00,0,0.0,49.2,99,1.2,45.25,11.2,95.0,0.7,8.2,19.57
2024-01-19 09:30:00,0,0.0,49.2,99,1.2,45.25,11.2,95.0,0.7,8.2,19.57
2024-01-19 09:40:00,0,0.0,49.2,99,1.2,45.25,11.2,95.0,0.7,8.2,19.58
2024-01-19 09:50:00,0,0.0,49.2,99,1.2,45.25,11.2,95.0,0.7,8.2,19.58
2024-01-19 10:00:00,0,0.0,52.5,94,4.0,45.25,11.6,96.0,0.0,2.3,19.58
